,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
max,1131.3121325359,935.4586071653173,4445.200104358987,2332.933368158237,1231036319.4603899,28675686995.979652,6381498250.353657,92198308665.10106,180424465424.43893,3525134154.420039,17004.766421584984,17071.4731742261,42228.57666881875,1139.3041632386692,28118865701.17537,1987.1861185667221,875.2623333057368,802.8511687640549,1605.7501336483156,998.8408892593924,1105.891963329562,1262.339973881894,7491192945.342357
min,1.0459578259978435,0.09566529963902762,0.7712397761521383,3.844514603930563e-23,1.560153899006428,3.433451280901153,0.5096222460873202,2.3147797964055847,1.715750472913345,3.086899008993468,2.665756042235908,0.4543450101776947,1.3730877601095504,0.20645122086744017,1.4596330130209871,0.8485207208321728,0.9432887167793024,0.4344321884133646,0.9118291688681044,1.0225650727604858,1.3739124342679592,0.0297983182666708,0.1519871914463182
mean,23.361525350662433,23.149767542580857,144.8390213576763,28.26842341574458,1325229.7567006634,24852523.118778165,1647224.8770964334,21404061.92132189,172020115.3734564,5424688.739395973,197.79091685608924,161.17647558753913,65.42684649502706,24.078587016559826,12599932.287642596,23.986575650368074,22.020599214146213,24.40955050752851,31.16023826351431,24.714422027719234,26.557946230911828,20.930683199883525,4509282.81689052
median,12.693561657385073,12.813725194803531,22.375741877384804,14.405449575600795,29.88445836785011,445.1310257089124,112.43938330858334,85.7883828314958,43.99088631897121,102.85906342032511,63.25548141050123,59.6903356815108,35.12447351472943,19.00437960739632,17.635621811683485,18.31849056812396,17.448681849936303,15.815992075031781,18.883371036962764,15.960067524089993,17.06096657596618,15.333765373120386,18.837534344571242
